listing_id,host_name,room_type,description,borough,nbhood,last_review,price
4338548,Angie And Matthew,entire home/apt,Gorgeous Sunny Bohemian Duplex with Garden,Brooklyn, Bedford-Stuyvesant,January 26 2019,102
4339188,Chema,entire home/apt,Fantastic Comfortable Space. Affordable,Brooklyn, Bedford-Stuyvesant,July 01 2019,85
4339202,Mio,private room,"**ASTORIA one private cozy, cute room** Nihongo ok",Queens, Astoria,May 23 2019,70
4341158,Leatha,entire home/apt,"Large, Cozy & Comfortable Apartment",Brooklyn, East Flatbush,June 24 2019,100
4343312,Cynthia,private room,Room For Rent,Manhattan, Harlem,July 06 2019,57
4343401,Shahana,private room,Room #1 Private Room,Brooklyn, Crown Heights,June 14 2019,39
4343956,Cynthia,private room,Large Spacious Room For Rent,Manhattan, Morningside Heights,January 03 2019,107
4350120,Peter,entire home/apt,Spacious 3-room apt. in prime area of Brooklyn.,Brooklyn, Greenpoint,May 06 2019,137
4352537,Abel,private room,Beautiful Room In Gramercy!!!,Manhattan, Gramercy,February 04 2019,64
4354764,Sandra,entire home/apt,A private humble abode for you,Brooklyn, Canarsie,June 16 2019,90
4356396,Husain,entire home/apt,Cozy Studio in a great neighborhood (Upper East),Manhattan, Upper East Side,March 24 2019,146
4357892,Roman,entire home/apt,New!!!  4 BR/2 Bth in a private house.,Queens, Bay Terrace,June 15 2019,189
4359718,Treasure,entire home/apt,Charming 2BD flt in Trendy Bushwick,Brooklyn, Bushwick,June 19 2019,140
4359756,Aj,private room,"MANHATTANs BEST, 12minutes from TIMES SQUARE",Queens, Long Island City,April 20 2019,97
4362570,Felicia,entire home/apt,Welcoming Park Slope Garden Apt.,Brooklyn, Park Slope,April 29 2019,220
4365276,Amanda,entire home/apt,Entire 2BR APT (not a railroad),Brooklyn, Williamsburg,June 22 2019,170
4365756,Steef,entire home/apt,Brownstone Parlor Floor Suite by Superhost!,Brooklyn, Bedford-Stuyvesant,July 02 2019,110
4365765,Marie,private room,Beautiful spacious bedroom,Brooklyn, East Flatbush,January 01 2019,55
4365833,Mauricio,entire home/apt,"Lux Baby Friendly Apt, Williamsburg, Brooklyn",Brooklyn, Williamsburg,February 18 2019,150
4377337,Leonella,entire home/apt,Beautiful Railroad Style Apartment!,Manhattan, East Harlem,June 18 2019,120
4377929,David,entire home/apt,Spacious 1Br in East Village,Manhattan, East Village,June 18 2019,198
4378816,Amy,private room,"Room in Bushwick Brooklyn NYC, LG KITCHEN & YARD",Brooklyn, Bushwick,June 17 2019,60
4378951,Benjamin,entire home/apt,Child-friendly 2BR w/ Yard access and Free Parking,Brooklyn, Bedford-Stuyvesant,June 22 2019,170
4384181,Bellamy,entire home/apt,Livin' La Vida Brooklyn!!!,Brooklyn, Bedford-Stuyvesant,June 30 2019,83
4386513,Dan,entire home/apt,"2 Bedroom Duplex, INCREDIBLE views! 30day discount",Manhattan, East Village,June 10 2019,230
4386598,Jessica,entire home/apt,1 Bedroom in Top Lower East Side Address,Manhattan, Lower East Side,July 01 2019,180
4387007,Mark,private room,Beautiful Beach  & Great Space,Queens, Belle Harbor,June 23 2019,110
4387152,Kanae,entire home/apt,Petit chalet with secret garden,Brooklyn, Williamsburg,June 19 2019,160
4392596,Waleed,private room,Great room in a 2 BD apartment,Queens, Ditmars Steinway,May 26 2019,75
4396142,Pascal & Karin,entire home/apt,Entirely private suite in our townhouse!,Queens, Long Island City,June 30 2019,160
4396299,Shahana,private room,"Cozy Private Bedroom, Brooklyn NY.",Brooklyn, Brownsville,June 24 2019,39
4396939,Matthew & Marilyn,private room,Private Room in Midtown Manhattan,Manhattan, Hell's Kitchen,June 01 2019,89
4397455,Gina,entire home/apt,Quiet 2 bedroom retreat in the heart of Brooklyn,Brooklyn, Canarsie,June 22 2019,85
4399721,Emily,private room,Bedroom in Beautiful Brooklyn Loft,Brooklyn, Crown Heights,March 25 2019,50
4401013,Erin,entire home/apt,3BR/2BA Duplex - 1min to subway!,Brooklyn, Bedford-Stuyvesant,June 24 2019,229
4402117,Mark,entire home/apt,GORGEOUS 2 Bedroom in Queens NYC,Queens, Kew Gardens Hills,June 23 2019,149
4403928,Marina,private room,Modern Apt Close to Manhattan,Queens, Ridgewood,June 15 2019,56
4404544,Rustam,private room,"Beautiful, bright, quiet room w/ private bathroom",Brooklyn, Bushwick,June 17 2019,75
4405156,Christine,entire home/apt,CHEAP & CONVENIENT,Manhattan, East Harlem,June 25 2019,115
4405874,Michelle,private room,Master room super clean in Prospect Park!!!! :),Brooklyn, Prospect-Lefferts Gardens,June 10 2019,90
4407787,Sara,private room,"Clean Charming, Walk-In Closet + Garden",Manhattan, Lower East Side,June 02 2019,109
4407790,Pat,private room,Retreat Room,Bronx, Allerton,June 21 2019,49
4408381,Claire,entire home/apt,Apartment Crown Heights Brooklyn NY,Brooklyn, East Flatbush,June 16 2019,100
4410626,Nick,entire home/apt,Spacious neo-country seaside loft,Brooklyn, Red Hook,June 02 2019,245
4412533,Charlene,private room,cozy tucked away in el barrio,Manhattan, East Harlem,May 27 2019,79
4423650,Annette,private room,Private Room - Central Park View,Manhattan, Upper West Side,June 24 2019,97
4424261,Sarah,entire home/apt,Large 1 BR with backyard on UWS,Manhattan, Upper West Side,May 21 2019,200
4424511,Deirdre,entire home/apt,"Great location, cozy, near F, G, R!",Brooklyn, Park Slope,June 22 2019,160
4426780,Maria,entire home/apt,Convenient  Harlem studio,Manhattan, Harlem,June 01 2019,90
4427442,Toby,entire home/apt,Large Apt. in NYC w/natural light,Manhattan, Washington Heights,January 03 2019,290
4428854,Rosa,private room,Charming Furnished Private Room,Brooklyn, Greenpoint,June 19 2019,55
4429337,Tanya,entire home/apt,"Large, stylish & sun-filled 1BDRM loft",Brooklyn, Williamsburg,July 06 2019,120
4430747,Lia,entire home/apt,Adorable 1Bd Next to Subway in Bushwick - Brooklyn,Brooklyn, Bedford-Stuyvesant,January 03 2019,103
4430808,Sol & Izak,entire home/apt,Studio-Private Entrance /Bath/Kitchen Near JFK,Queens, Jamaica Estates,June 17 2019,64
4431247,Sue,shared room,1st Time/Solo/Duo Travelers!Charming Studio Share!,Manhattan, Chelsea,June 29 2019,70
4436944,Patwell,private room,COMFORTABLE & COZY-2 STOPS BARCLAY,Brooklyn, Crown Heights,June 10 2019,150
4437053,Kristin,private room,Sunlit 1 bedroom in NoLita,Manhattan, Nolita,June 16 2019,105
4438223,Gerald,private room,Hip 1 bedroom in perfect location,Manhattan, Harlem,January 02 2019,165
4439602,Alex,private room,East Village Bedroom,Manhattan, East Village,July 01 2019,100
4439839,Ettrick,entire home/apt,Entire 3BR Private Apt 20min>Manhattan,Brooklyn, Bedford-Stuyvesant,June 16 2019,129
4440020,James,entire home/apt,2 Bedrooms and One Bath Room,Manhattan, Harlem,June 03 2019,229
4440751,Ofer,entire home/apt,Entire Amazing Chic Studio @ Lower East,Manhattan, Lower East Side,March 11 2019,99
4449058,Lisa,private room,Cozy Private Room in Upper WestSide,Manhattan, Harlem,June 25 2019,180
4449559,Gary,entire home/apt,Very Bright Modern Apartment 2 Mins from Manhattan,Bronx, Concourse,June 02 2019,105
4452723,Verena,entire home/apt,Cozy 2BR apartment,Queens, Richmond Hill,March 04 2019,90
4453484,Peter,entire home/apt,Prime Artist Loft &  Exposed Brick,Brooklyn, Williamsburg,June 20 2019,250
4454122,Loryn,entire home/apt,Cozy Harlem Hideaway **,Manhattan, Harlem,June 18 2019,115
4455094,Michael,private room,West Village Style and Charm,Manhattan, West Village,June 28 2019,159
4455301,Jan,entire home/apt,Pretty and Private in Clinton Hill,Brooklyn, Clinton Hill,July 01 2019,110
4456312,Veralisa,private room,Large Cheerful Private Bronx Room for Med Students,Bronx, Kingsbridge,June 30 2019,57
4457556,Charlene,private room,cozy queen for 2 in el barrio,Manhattan, East Harlem,June 17 2019,92
4462008,Pat,private room,Twin  room,Bronx, Allerton,June 12 2019,47
4469264,Michael,private room,Cute brick wall Br in Williamsburg.,Brooklyn, Williamsburg,June 01 2019,80
4469650,Elizabeth,entire home/apt,Huge 5BR Townhouse - LEGAL NYC B&B!,Manhattan, Harlem,June 23 2019,300
4472904,Monica,private room,Dorm Sz Room. Near 2 & 5 train 180 st Bronx zoo,Bronx, Van Nest,May 28 2019,25
4472978,Catia,entire home/apt,Charming Studio in a Great location,Manhattan, Hell's Kitchen,July 05 2019,195
4473156,Iryna,entire home/apt,"NYC,Modern and Spacious Apt",Manhattan, East Harlem,June 22 2019,165
4475128,Curtis,private room,Amazing Single Bedroom Only 5min From Central Park,Manhattan, East Harlem,June 28 2019,65
4476945,Tiffany,entire home/apt,Modern Brownstone in Harlem,Manhattan, Harlem,May 19 2019,149
4480793,Sheila,entire home/apt,B's Suite,Brooklyn, Bedford-Stuyvesant,June 19 2019,125
4481427,Raoul,entire home/apt,1BR w/ Large Patio on Ridgewood/Bushwick border.,Queens, Ridgewood,July 01 2019,95
4481474,Sheila,entire home/apt,B's Elegant Parlor Suite,Brooklyn, Bedford-Stuyvesant,July 02 2019,135
4483117,Christie,private room,Large private br in renovated apt/close to subway,Manhattan, Upper East Side,January 10 2019,69
4483672,Fallon,private room,Warm and Cozy Room in Harlem,Manhattan, Harlem,July 05 2019,71
4490268,Su-Ling,entire home/apt,Elegant Bushwick Apartment,Brooklyn, Bushwick,July 04 2019,139
4492303,Susan,entire home/apt,"Bright 1 bdrm apt near Central Park, shops & metro",Manhattan, Upper West Side,May 20 2019,199
4498927,Patricia,entire home/apt,Manhattan townhouse near subway,Manhattan, Harlem,June 21 2019,300
4499097,Josh,entire home/apt,Upper West Side Studio doorman bld,Manhattan, Upper West Side,May 27 2019,130
4502545,Stefani,entire home/apt,XL off Fifth Avenue & Central Park,Manhattan, Upper East Side,January 02 2019,275
4503472,Barbara,entire home/apt,Park Slope Home away from Home,Brooklyn, Park Slope,May 29 2019,163
4504049,Carol,private room,Blissfully Quiet Room,Bronx, Williamsbridge,May 28 2019,55
4509500,Host,entire home/apt,Prime Chelsea~XL1Br~Terrace~Sleeps4,Manhattan, Chelsea,June 14 2019,150
4512045,Manuel,entire home/apt,Beautiful Exposed Brick Studio Loft,Manhattan, Upper West Side,July 01 2019,148
4512093,Raj,private room,manhattan (UWS) townhouse,Manhattan, Upper West Side,May 23 2019,299
4514042,Deacon,private room,Bushwick Duplex 1,Brooklyn, Bushwick,May 28 2019,80
4516766,Amaya,private room,"Large, Luxury Bedroom nr JMZ subway",Brooklyn, Bedford-Stuyvesant,June 07 2019,68
4516939,Amaya,private room,"Zen Oasis in Bushwick, near JMZ Subways",Brooklyn, Bedford-Stuyvesant,May 22 2019,72
4517117,Eddie&Vlad,private room,BELLA CASA-Pvt Rm-2 beds-Sleeps 4. Near Columbia!!,Manhattan, Harlem,June 10 2019,97
4517177,Gazelle,entire home/apt,1 bedroom apt 1 stop from Manhattan,Queens, Long Island City,May 28 2019,170
4520113,Sara,private room,"Lovely - Spacious, Garden + Garden View",Manhattan, Lower East Side,June 15 2019,120
4523324,Shirley,private room,Large private 2 bedroom near Union Sq .,Manhattan, East Village,June 21 2019,200
4530154,Ashley,private room,Park Slope Sky Parlor,Brooklyn, South Slope,June 21 2019,53
4532913,Oliver,private room,Williamsburg private clean cozy RM,Brooklyn, Williamsburg,June 20 2019,45
4533010,Luke,entire home/apt,Spacious Manhattan One Bedroom Apt,Manhattan, Washington Heights,June 28 2019,80
4537297,Eddie,entire home/apt,Rosa B Private Apartment! Quiet and Safe Area.,Queens, Rego Park,June 25 2019,40
4538019,Shahana,private room,Luxury Queen Bed_Plush Mattress,Brooklyn, Brownsville,June 21 2019,39
4538274,Wendy,entire home/apt,"Country Vibe, Big City Feel",Queens, Astoria,May 27 2019,100
4539520,DeeDee,entire home/apt,Spacious 1 Bedroom in Bohemian Comfort,Brooklyn, Crown Heights,January 02 2019,167
4541102,Shari,entire home/apt,"Perfect 2 Bed Bklyn Apt, near SUNY Downstate!",Brooklyn, East Flatbush,May 01 2019,109
4545882,Kaveh,entire home/apt,Amazing studio/Loft with a backyard,Manhattan, Upper East Side,May 23 2019,220
4545999,James,private room,Your Brooklyn Nook,Brooklyn, Crown Heights,July 02 2019,45
4546034,Joshua,private room,1BR by 1&A trains,Manhattan, Washington Heights,June 30 2019,75
4547273,Alison,entire home/apt,Beautiful Spacious Studio By Park,Manhattan, Upper West Side,July 01 2019,120
4549555,Agata,shared room,"Studio Space, 10 minutes to Central Park and river",Manhattan, Upper West Side,June 26 2019,55
4549930,Kimia,entire home/apt,Charming apt close to everything!,Manhattan, Upper East Side,May 27 2019,150
4550041,Angela,private room,Bright! LARGE 2 BEDS near Manhattan,Queens, East Elmhurst,June 23 2019,65
4550494,Melinda,entire home/apt,"2BR, 2 Full Bath, SPACE, Short term monthly",Queens, Ditmars Steinway,May 05 2019,150
4550557,Angela,private room,Bright LARGE 2 BEDS! near Manhattan,Queens, East Elmhurst,June 17 2019,65
4550602,Fatou,private room,Cozy & Clean #3,Brooklyn, Crown Heights,June 11 2019,75
4550747,Fatou,private room,Cozy & Clean #4,Brooklyn, Crown Heights,May 19 2019,85
4553528,Charles,private room,Brownstone Williamsburg room with skylight Create,Brooklyn, Williamsburg,July 02 2019,58
4553721,Charles,private room,Art Large bedroom  Brownstone for 1 or 2 persons,Brooklyn, Williamsburg,July 05 2019,90
4556564,Janine Renee,private room,Private Room in Spacious Uptown Apt,Manhattan, Harlem,June 11 2019,69
4557206,Sara,entire home/apt,Cozy 1BD Apartment near Manhattan,Queens, Astoria,June 05 2019,125
4557370,Anna,entire home/apt,Holiday in Manhattan!  Great Views!,Manhattan, Inwood,June 21 2019,90
4559096,Johnny,private room,$99 Manhattan/Time Sq.,Manhattan, Hell's Kitchen,July 07 2019,125
4563401,Peter,entire home/apt,MIDTOWN APARTMENT WITH SPECTACULAR VIEW,Manhattan, Hell's Kitchen,June 01 2019,215
4564695,David,private room,"Sunny, Quiet Queen Bedroom, Best Block in LES",Manhattan, Lower East Side,June 01 2019,89
4566989,Marisa,entire home/apt,10 Minutes From Manhattan,Queens, Astoria,June 02 2019,98
4567518,Yonatan,entire home/apt,Cozy 2BD Near Columbia Univ,Manhattan, Morningside Heights,June 02 2019,160
4567765,T.,entire home/apt,★3BR/2BA Amazing East Village Penthouse+Pvt Terr★,Manhattan, East Village,June 01 2019,299
4573728,Ivan,entire home/apt,Cool & Cozy 2B/1BA in prime LES!,Manhattan, Lower East Side,June 30 2019,239
4573897,Crysdian,private room,Private BR in 2 BR Modern Apartment,Manhattan, Inwood,June 08 2019,76
4575364,Carmen,entire home/apt,Zen Den & Modern Outdoor Space,Brooklyn, Cypress Hills,June 24 2019,50
4576206,Marycatherine,entire home/apt,Brooklyn Brownstone Beauty,Brooklyn, Prospect Heights,July 05 2019,250
4582684,Josh,entire home/apt,Comfortable one bedroom with patio,Brooklyn, Fort Greene,June 29 2019,150
4582781,Julia,entire home/apt,Prime Williamsburg duplex Bedford L,Brooklyn, Williamsburg,June 25 2019,220
4585734,Iryna,entire home/apt,"NYC, Modern and Spacious Apt fits 6",Manhattan, East Harlem,June 20 2019,260
4586880,Bev,private room,Vintage Room  in  Brooklyn,Brooklyn, Bedford-Stuyvesant,July 04 2019,50
4589819,Tysha,private room,Cozy bedroom in a luxury building with 24h doorman,Brooklyn, Fort Greene,July 07 2019,110
4593609,Scott & Ellyn,entire home/apt,1 Bedroom Apt in Hell's Kitchen !,Manhattan, Hell's Kitchen,June 18 2019,150
4593770,Chelsea,entire home/apt,Sunny & spacious 1 bedroom gem!,Queens, Jackson Heights,April 08 2019,100
4593939,Melissa,entire home/apt,Charming and Convenient Garden Apt,Brooklyn, Bedford-Stuyvesant,June 19 2019,69
4594389,Elem,entire home/apt,Furnished 2BR in UES (30 DAYS MIN),Manhattan, Upper East Side,February 18 2019,110
4596378,Joshua,private room,Nice and cozy near Laguardia,Queens, East Elmhurst,March 17 2019,44
4598265,Kumar,entire home/apt,"Hamilton Hts Beauty, Manhattan 1 BR",Manhattan, Harlem,June 30 2019,155
4600556,Mor,entire home/apt,Beautiful 2 BR Apt UES- Min 30 Days,Manhattan, Upper East Side,February 28 2019,300
4603012,Sean,entire home/apt,Spacious 1BR Apt in Greenpoint,Brooklyn, Greenpoint,April 30 2019,149
4604991,Luis&Victor,private room,Confortable and private room.,Brooklyn, Bedford-Stuyvesant,July 03 2019,75
4605840,Suzanne,private room,Large Sunny Bedroom With great View,Brooklyn, Bedford-Stuyvesant,June 15 2019,100
4606017,Kurt,entire home/apt,Studio with Loft bed by the river,Manhattan, Upper West Side,May 01 2019,129
4607923,Audrey,private room,LOVELY  LARGE SUNNY ROOM    Sunset Park,Brooklyn, Sunset Park,May 22 2019,55
4614091,Benjamin,entire home/apt,"Big Kitchen, Beautiful Bathroom",Brooklyn, Sunset Park,June 25 2019,172
4614838,Pat,entire home/apt,"2 Bedroom, 1 Bath Hell's Kitchen",Manhattan, Hell's Kitchen,April 30 2019,272
4615631,Veronica,private room,Charming Bedroom in Cozy NYC Apt.,Manhattan, Harlem,June 10 2019,85
4621213,Maria,entire home/apt,"Cozy 2 bedroom, near Central Park",Manhattan, Upper West Side,July 01 2019,260
4621713,Host,entire home/apt,Prime Union Square! Large 1BR~Great value,Manhattan, Gramercy,January 24 2019,185
4621923,Meredith,entire home/apt,Spacious 1BD in lovely Clinton Hill,Brooklyn, Prospect Heights,July 02 2019,126
4623635,Amanda,entire home/apt,Historic Brownstone Duplex,Brooklyn, Fort Greene,January 01 2019,225
4623771,Millie,entire home/apt,Bright + Cheerful Apt- the Real NYC,Manhattan, East Harlem,May 15 2019,147
4624521,Kindra,private room,Financial District Oasis-Queen Bedroom,Manhattan, Financial District,May 29 2019,90
4628603,Masha,entire home/apt,Bright and Sunny Williamsburg Oasis,Brooklyn, Williamsburg,June 06 2019,180
4629211,Mike,entire home/apt,Brooklyn - Funky 1 Bedroom,Brooklyn, Bushwick,June 04 2019,122
4629359,Alex,entire home/apt,"ENTIRE home - Modern, huge, sunny 2BD",Manhattan, Harlem,March 20 2019,105
4632542,Alexander,private room,Queen Sized Bedroom in Spacious Apartment,Manhattan, Harlem,May 20 2019,107
4637014,Zena,entire home/apt,法拉盛中心温馨两房两厅公寓｡近一切｡2 br close to everything,Queens, Flushing,June 30 2019,119
4637053,Vadim,entire home/apt,Beautiful Astoria apt next to Mtan,Queens, Astoria,July 06 2019,150
4637146,Jay,entire home/apt,Gorgeous Parlor Floor Suite near Subway,Brooklyn, Bedford-Stuyvesant,June 21 2019,115
4638967,Alex,private room,"Sunny/Huge private room, by Columbia/Jazz clubs",Manhattan, Harlem,June 15 2019,84
4639015,S Barn,private room,Elite Exclusive Chic NYC Times Square LuxuryApt,Manhattan, Hell's Kitchen,June 27 2019,129
